Bet_Type,User_ID,Bet_Amount,Odds,Payout,Profit,ROI,Overall_Result,Parlay_Details
Single,109,168.52,2.73,460.06,291.54,1.73,Win,"[{'Pick_ID': 9022, 'User_ID': 109, 'Player_ID': 168, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 309.83, 'Actual_Stat': 314.2, 'Result': 'Win', 'Single_Odds': 2.73}]"
Single,33,97.2,2,194.4,97.2,1,Win,"[{'Pick_ID': 9023, 'User_ID': 33, 'Player_ID': 96, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 2.07, 'Actual_Stat': 1.98, 'Result': 'Win', 'Single_Odds': 2.0}]"
Single,88,72.95,1.55,113.07,40.12,0.55,Win,"[{'Pick_ID': 9024, 'User_ID': 88, 'Player_ID': 55, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Over', 'Projection': 344.58, 'Actual_Stat': 374.72, 'Result': 'Win', 'Single_Odds': 1.55}]"
Single,60,14.96,2.33,34.86,19.9,1.33,Win,"[{'Pick_ID': 9025, 'User_ID': 60, 'Player_ID': 215, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Over', 'Projection': 4.39, 'Actual_Stat': 4.65, 'Result': 'Win', 'Single_Odds': 2.33}]"
Single,82,188.56,2.59,488.37,299.81,1.59,Win,"[{'Pick_ID': 9026, 'User_ID': 82, 'Player_ID': 279, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 4.43, 'Actual_Stat': 4.32, 'Result': 'Win', 'Single_Odds': 2.59}]"
Single,111,106.36,1.6,170.18,63.82,0.6,Win,"[{'Pick_ID': 9027, 'User_ID': 111, 'Player_ID': 74, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 1.44, 'Actual_Stat': 1.23, 'Result': 'Win', 'Single_Odds': 1.6}]"
Parlay,111,104.56,16.32,0,-104.56,-1,Loss,"[{'Pick_ID': 9028, 'User_ID': 111, 'Player_ID': 13, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Over', 'Projection': 2.75, 'Actual_Stat': 2.24, 'Result': 'Loss', 'Single_Odds': 2.92}, {'Pick_ID': 9029, 'User_ID': 111, 'Player_ID': 248, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 2.31, 'Actual_Stat': 2.16, 'Result': 'Loss', 'Single_Odds': 2.6}, {'Pick_ID': 9030, 'User_ID': 111, 'Player_ID': 220, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 283.19, 'Actual_Stat': 291.99, 'Result': 'Loss', 'Single_Odds': 2.15}]"
Single,13,179.66,2.27,407.83,228.17,1.27,Win,"[{'Pick_ID': 9031, 'User_ID': 13, 'Player_ID': 64, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 2.26, 'Actual_Stat': 2.66, 'Result': 'Win', 'Single_Odds': 2.27}]"
Single,97,170.04,1.74,295.87,125.83,0.74,Win,"[{'Pick_ID': 9032, 'User_ID': 97, 'Player_ID': 31, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 4.7, 'Actual_Stat': 4.22, 'Result': 'Win', 'Single_Odds': 1.74}]"
Single,25,111.92,2.48,277.56,165.64,1.48,Win,"[{'Pick_ID': 9033, 'User_ID': 25, 'Player_ID': 26, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 264.51, 'Actual_Stat': 263.86, 'Result': 'Win', 'Single_Odds': 2.48}]"
Single,190,160.38,2.13,0,-160.38,-1,Loss,"[{'Pick_ID': 9034, 'User_ID': 190, 'Player_ID': 224, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 1.59, 'Actual_Stat': 1.71, 'Result': 'Loss', 'Single_Odds': 2.13}]"
Parlay,61,47.71,14.42,0,-47.71,-1,Loss,"[{'Pick_ID': 9035, 'User_ID': 61, 'Player_ID': 122, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 2.53, 'Actual_Stat': 2.25, 'Result': 'Loss', 'Single_Odds': 2.8}, {'Pick_ID': 9036, 'User_ID': 61, 'Player_ID': 40, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 2.64, 'Actual_Stat': 3.01, 'Result': 'Loss', 'Single_Odds': 2.32}, {'Pick_ID': 9037, 'User_ID': 61, 'Player_ID': 228, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Over', 'Projection': 3.11, 'Actual_Stat': 3.71, 'Result': 'Win', 'Single_Odds': 2.22}]"
Single,29,62.35,2.81,175.2,112.85,1.81,Win,"[{'Pick_ID': 9038, 'User_ID': 29, 'Player_ID': 88, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 3.8, 'Actual_Stat': 3.46, 'Result': 'Win', 'Single_Odds': 2.81}]"
Parlay,191,39.46,3.2,0,-39.46,-1,Loss,"[{'Pick_ID': 9039, 'User_ID': 191, 'Player_ID': 242, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 356.54, 'Actual_Stat': 401.07, 'Result': 'Loss', 'Single_Odds': 1.66}, {'Pick_ID': 9040, 'User_ID': 191, 'Player_ID': 11, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Over', 'Projection': 2.89, 'Actual_Stat': 2.57, 'Result': 'Loss', 'Single_Odds': 1.93}]"
Single,92,125.07,2.42,302.67,177.6,1.42,Win,"[{'Pick_ID': 9041, 'User_ID': 92, 'Player_ID': 280, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 1.23, 'Actual_Stat': 1.07, 'Result': 'Win', 'Single_Odds': 2.42}]"
Parlay,91,965.6,8.62,0,-965.6,-1,Loss,"[{'Pick_ID': 9042, 'User_ID': 91, 'Player_ID': 176, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 172.43, 'Actual_Stat': 195.68, 'Result': 'Loss', 'Single_Odds': 1.94}, {'Pick_ID': 9043, 'User_ID': 91, 'Player_ID': 128, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 3.47, 'Actual_Stat': 2.99, 'Result': 'Win', 'Single_Odds': 2.39}, {'Pick_ID': 9044, 'User_ID': 91, 'Player_ID': 177, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 3.74, 'Actual_Stat': 4.32, 'Result': 'Loss', 'Single_Odds': 1.86}]"
Single,11,102.44,2.38,0,-102.44,-1,Loss,"[{'Pick_ID': 9045, 'User_ID': 11, 'Player_ID': 20, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 233.93, 'Actual_Stat': 206.12, 'Result': 'Loss', 'Single_Odds': 2.38}]"
Parlay,20,83.33,4.6,383.58,300.25,3.603,Win,"[{'Pick_ID': 9046, 'User_ID': 20, 'Player_ID': 286, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 3.06, 'Actual_Stat': 3.58, 'Result': 'Win', 'Single_Odds': 1.68}, {'Pick_ID': 9047, 'User_ID': 20, 'Player_ID': 19, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 348.47, 'Actual_Stat': 384.75, 'Result': 'Win', 'Single_Odds': 2.74}]"
Parlay,19,57.99,7.18,0,-57.99,-1,Loss,"[{'Pick_ID': 9048, 'User_ID': 19, 'Player_ID': 94, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 365.26, 'Actual_Stat': 306.3, 'Result': 'Win', 'Single_Odds': 2.05}, {'Pick_ID': 9049, 'User_ID': 19, 'Player_ID': 187, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 4.15, 'Actual_Stat': 3.55, 'Result': 'Loss', 'Single_Odds': 1.57}, {'Pick_ID': 9050, 'User_ID': 19, 'Player_ID': 43, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Over', 'Projection': 70.28, 'Actual_Stat': 66.58, 'Result': 'Loss', 'Single_Odds': 2.23}]"
Single,62,132.07,2.77,365.83,233.76,1.77,Win,"[{'Pick_ID': 9051, 'User_ID': 62, 'Player_ID': 240, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Over', 'Projection': 296.38, 'Actual_Stat': 350.74, 'Result': 'Win', 'Single_Odds': 2.77}]"
Single,26,65.19,3,195.57,130.38,2,Win,"[{'Pick_ID': 9052, 'User_ID': 26, 'Player_ID': 6, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 2.36, 'Actual_Stat': 2.35, 'Result': 'Win', 'Single_Odds': 3.0}]"
Single,106,69.81,1.57,109.6,39.79,0.57,Win,"[{'Pick_ID': 9053, 'User_ID': 106, 'Player_ID': 195, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Under', 'Projection': 187.55, 'Actual_Stat': 150.96, 'Result': 'Win', 'Single_Odds': 1.57}]"
Single,33,114.57,2.16,247.47,132.9,1.16,Win,"[{'Pick_ID': 9054, 'User_ID': 33, 'Player_ID': 2, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Over', 'Projection': 253.18, 'Actual_Stat': 299.11, 'Result': 'Win', 'Single_Odds': 2.16}]"
Single,164,131.2,2.33,305.7,174.5,1.33,Win,"[{'Pick_ID': 9055, 'User_ID': 164, 'Player_ID': 81, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 4.56, 'Actual_Stat': 5.16, 'Result': 'Win', 'Single_Odds': 2.33}]"
Single,94,772.97,2,1545.94,772.97,1,Win,"[{'Pick_ID': 9056, 'User_ID': 94, 'Player_ID': 152, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 106.31, 'Actual_Stat': 95.59, 'Result': 'Win', 'Single_Odds': 2.0}]"
Single,105,38.65,1.95,0,-38.65,-1,Loss,"[{'Pick_ID': 9057, 'User_ID': 105, 'Player_ID': 211, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 216.31, 'Actual_Stat': 253.83, 'Result': 'Loss', 'Single_Odds': 1.95}]"
Single,190,158.86,2.81,446.4,287.54,1.81,Win,"[{'Pick_ID': 9058, 'User_ID': 190, 'Player_ID': 67, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 1.15, 'Actual_Stat': 1.02, 'Result': 'Win', 'Single_Odds': 2.81}]"
Single,169,90.03,2.95,265.59,175.56,1.95,Win,"[{'Pick_ID': 9059, 'User_ID': 169, 'Player_ID': 29, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Under', 'Projection': 244.8, 'Actual_Stat': 221.33, 'Result': 'Win', 'Single_Odds': 2.95}]"
Single,176,180.89,2.91,0,-180.89,-1,Loss,"[{'Pick_ID': 9060, 'User_ID': 176, 'Player_ID': 216, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 1.04, 'Actual_Stat': 1.12, 'Result': 'Loss', 'Single_Odds': 2.91}]"
Single,2,89.69,2.41,0,-89.69,-1,Loss,"[{'Pick_ID': 9061, 'User_ID': 2, 'Player_ID': 72, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 273.77, 'Actual_Stat': 226.86, 'Result': 'Loss', 'Single_Odds': 2.41}]"
Parlay,129,148.88,7.47,1111.78,962.9,6.468,Win,"[{'Pick_ID': 9062, 'User_ID': 129, 'Player_ID': 206, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 1.4, 'Actual_Stat': 1.2, 'Result': 'Win', 'Single_Odds': 2.54}, {'Pick_ID': 9063, 'User_ID': 129, 'Player_ID': 189, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Under', 'Projection': 362.45, 'Actual_Stat': 343.52, 'Result': 'Win', 'Single_Odds': 2.94}]"
Parlay,28,172.74,22.42,0,-172.74,-1,Loss,"[{'Pick_ID': 9064, 'User_ID': 28, 'Player_ID': 185, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Over', 'Projection': 319.58, 'Actual_Stat': 338.99, 'Result': 'Win', 'Single_Odds': 2.79}, {'Pick_ID': 9065, 'User_ID': 28, 'Player_ID': 13, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Over', 'Projection': 2.75, 'Actual_Stat': 2.24, 'Result': 'Loss', 'Single_Odds': 2.85}, {'Pick_ID': 9066, 'User_ID': 28, 'Player_ID': 96, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 2.07, 'Actual_Stat': 1.98, 'Result': 'Win', 'Single_Odds': 2.82}]"
Single,155,16.98,2.36,0,-16.98,-1,Loss,"[{'Pick_ID': 9067, 'User_ID': 155, 'Player_ID': 20, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 233.93, 'Actual_Stat': 206.12, 'Result': 'Loss', 'Single_Odds': 2.36}]"
Single,58,198.71,1.66,329.86,131.15,0.66,Win,"[{'Pick_ID': 9068, 'User_ID': 58, 'Player_ID': 291, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 309.47, 'Actual_Stat': 285.74, 'Result': 'Win', 'Single_Odds': 1.66}]"
Single,12,50.04,2.65,0,-50.04,-1,Loss,"[{'Pick_ID': 9069, 'User_ID': 12, 'Player_ID': 252, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 3.69, 'Actual_Stat': 4.13, 'Result': 'Loss', 'Single_Odds': 2.65}]"
Single,117,147.44,2.51,370.07,222.63,1.51,Win,"[{'Pick_ID': 9070, 'User_ID': 117, 'Player_ID': 77, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Under', 'Projection': 296.96, 'Actual_Stat': 286.66, 'Result': 'Win', 'Single_Odds': 2.51}]"
Single,138,85.62,1.56,0,-85.62,-1,Loss,"[{'Pick_ID': 9071, 'User_ID': 138, 'Player_ID': 276, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 97.09, 'Actual_Stat': 102.9, 'Result': 'Loss', 'Single_Odds': 1.56}]"
Single,194,28.83,2.84,0,-28.83,-1,Loss,"[{'Pick_ID': 9072, 'User_ID': 194, 'Player_ID': 140, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 205.94, 'Actual_Stat': 231.21, 'Result': 'Loss', 'Single_Odds': 2.84}]"
Single,174,84.98,2.99,254.09,169.11,1.99,Win,"[{'Pick_ID': 9073, 'User_ID': 174, 'Player_ID': 268, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 350.83, 'Actual_Stat': 378.34, 'Result': 'Win', 'Single_Odds': 2.99}]"
Single,118,172.46,2.43,419.08,246.62,1.43,Win,"[{'Pick_ID': 9074, 'User_ID': 118, 'Player_ID': 81, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 4.56, 'Actual_Stat': 5.16, 'Result': 'Win', 'Single_Odds': 2.43}]"
Parlay,177,163.93,41.52,0,-163.93,-1,Loss,"[{'Pick_ID': 9075, 'User_ID': 177, 'Player_ID': 42, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 2.78, 'Actual_Stat': 3.26, 'Result': 'Loss', 'Single_Odds': 2.63}, {'Pick_ID': 9076, 'User_ID': 177, 'Player_ID': 209, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 344.73, 'Actual_Stat': 315.03, 'Result': 'Win', 'Single_Odds': 2.87}, {'Pick_ID': 9077, 'User_ID': 177, 'Player_ID': 126, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 216.26, 'Actual_Stat': 220.09, 'Result': 'Win', 'Single_Odds': 2.06}, {'Pick_ID': 9078, 'User_ID': 177, 'Player_ID': 217, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 152.53, 'Actual_Stat': 123.28, 'Result': 'Win', 'Single_Odds': 2.67}]"
Single,60,92.84,2.98,276.66,183.82,1.98,Win,"[{'Pick_ID': 9079, 'User_ID': 60, 'Player_ID': 165, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 295.89, 'Actual_Stat': 256.94, 'Result': 'Win', 'Single_Odds': 2.98}]"
Single,1,63.98,2.97,0,-63.98,-1,Loss,"[{'Pick_ID': 9080, 'User_ID': 1, 'Player_ID': 228, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 3.11, 'Actual_Stat': 3.71, 'Result': 'Loss', 'Single_Odds': 2.97}]"
Single,49,176.43,2.88,508.12,331.69,1.88,Win,"[{'Pick_ID': 9081, 'User_ID': 49, 'Player_ID': 4, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 3.83, 'Actual_Stat': 4.25, 'Result': 'Win', 'Single_Odds': 2.88}]"
Parlay,88,23.12,6.48,0,-23.12,-1,Loss,"[{'Pick_ID': 9082, 'User_ID': 88, 'Player_ID': 141, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 2.49, 'Actual_Stat': 2.96, 'Result': 'Loss', 'Single_Odds': 2.88}, {'Pick_ID': 9083, 'User_ID': 88, 'Player_ID': 65, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 1.6, 'Actual_Stat': 1.68, 'Result': 'Loss', 'Single_Odds': 2.25}]"
Single,71,196.46,2.91,571.7,375.24,1.91,Win,"[{'Pick_ID': 9084, 'User_ID': 71, 'Player_ID': 273, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 1.33, 'Actual_Stat': 1.09, 'Result': 'Win', 'Single_Odds': 2.91}]"
Single,94,151.31,2.01,304.13,152.82,1.01,Win,"[{'Pick_ID': 9085, 'User_ID': 94, 'Player_ID': 148, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Over', 'Projection': 87.38, 'Actual_Stat': 94.73, 'Result': 'Win', 'Single_Odds': 2.01}]"
Single,48,175.53,1.59,279.09,103.56,0.59,Win,"[{'Pick_ID': 9086, 'User_ID': 48, 'Player_ID': 106, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 106.94, 'Actual_Stat': 98.41, 'Result': 'Win', 'Single_Odds': 1.59}]"
Single,75,116.5,2.09,243.48,126.98,1.09,Win,"[{'Pick_ID': 9087, 'User_ID': 75, 'Player_ID': 70, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 138.92, 'Actual_Stat': 128.77, 'Result': 'Win', 'Single_Odds': 2.09}]"
Single,197,140.81,1.72,0,-140.81,-1,Loss,"[{'Pick_ID': 9088, 'User_ID': 197, 'Player_ID': 244, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 326.96, 'Actual_Stat': 265.16, 'Result': 'Loss', 'Single_Odds': 1.72}]"
Parlay,166,55.11,7.4,407.76,352.65,6.399,Win,"[{'Pick_ID': 9089, 'User_ID': 166, 'Player_ID': 297, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 2.03, 'Actual_Stat': 1.74, 'Result': 'Win', 'Single_Odds': 1.55}, {'Pick_ID': 9090, 'User_ID': 166, 'Player_ID': 178, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Over', 'Projection': 244.46, 'Actual_Stat': 289.81, 'Result': 'Win', 'Single_Odds': 2.04}, {'Pick_ID': 9091, 'User_ID': 166, 'Player_ID': 59, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 1.94, 'Actual_Stat': 2.03, 'Result': 'Win', 'Single_Odds': 2.34}]"
Single,186,130.61,2.86,0,-130.61,-1,Loss,"[{'Pick_ID': 9092, 'User_ID': 186, 'Player_ID': 300, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 4.32, 'Actual_Stat': 3.98, 'Result': 'Loss', 'Single_Odds': 2.86}]"
Single,79,147.75,2.01,296.98,149.23,1.01,Win,"[{'Pick_ID': 9093, 'User_ID': 79, 'Player_ID': 281, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Over', 'Projection': 73.76, 'Actual_Stat': 75.13, 'Result': 'Win', 'Single_Odds': 2.01}]"
Single,154,151.78,1.65,0,-151.78,-1,Loss,"[{'Pick_ID': 9094, 'User_ID': 154, 'Player_ID': 230, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Over', 'Projection': 2.13, 'Actual_Stat': 2.13, 'Result': 'Loss', 'Single_Odds': 1.65}]"
Parlay,1,163.71,9.05,0,-163.71,-1,Loss,"[{'Pick_ID': 9095, 'User_ID': 1, 'Player_ID': 257, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 2.48, 'Actual_Stat': 2.94, 'Result': 'Loss', 'Single_Odds': 1.76}, {'Pick_ID': 9096, 'User_ID': 1, 'Player_ID': 11, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Over', 'Projection': 2.89, 'Actual_Stat': 2.57, 'Result': 'Loss', 'Single_Odds': 2.18}, {'Pick_ID': 9097, 'User_ID': 1, 'Player_ID': 69, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 3.77, 'Actual_Stat': 4.02, 'Result': 'Loss', 'Single_Odds': 2.36}]"
Single,13,59.72,2.31,0,-59.72,-1,Loss,"[{'Pick_ID': 9098, 'User_ID': 13, 'Player_ID': 191, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 246.38, 'Actual_Stat': 255.15, 'Result': 'Loss', 'Single_Odds': 2.31}]"
Single,112,125.98,2.38,299.83,173.85,1.38,Win,"[{'Pick_ID': 9099, 'User_ID': 112, 'Player_ID': 45, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 215.3, 'Actual_Stat': 176.01, 'Result': 'Win', 'Single_Odds': 2.38}]"
Single,93,354.89,2.62,0,-354.89,-1,Loss,"[{'Pick_ID': 9100, 'User_ID': 93, 'Player_ID': 101, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 1.24, 'Actual_Stat': 1.39, 'Result': 'Loss', 'Single_Odds': 2.62}]"
Single,80,134.5,2.5,0,-134.5,-1,Loss,"[{'Pick_ID': 9101, 'User_ID': 80, 'Player_ID': 139, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 3.39, 'Actual_Stat': 4.0, 'Result': 'Loss', 'Single_Odds': 2.5}]"
Single,60,73.84,2,0,-73.84,-1,Loss,"[{'Pick_ID': 9102, 'User_ID': 60, 'Player_ID': 78, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 247.03, 'Actual_Stat': 270.21, 'Result': 'Loss', 'Single_Odds': 2.0}]"
Parlay,72,180.43,28.62,0,-180.43,-1,Loss,"[{'Pick_ID': 9103, 'User_ID': 72, 'Player_ID': 211, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 216.31, 'Actual_Stat': 253.83, 'Result': 'Loss', 'Single_Odds': 1.69}, {'Pick_ID': 9104, 'User_ID': 72, 'Player_ID': 159, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 1.89, 'Actual_Stat': 1.66, 'Result': 'Win', 'Single_Odds': 2.52}, {'Pick_ID': 9105, 'User_ID': 72, 'Player_ID': 136, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Over', 'Projection': 1.59, 'Actual_Stat': 1.73, 'Result': 'Win', 'Single_Odds': 2.48}, {'Pick_ID': 9106, 'User_ID': 72, 'Player_ID': 278, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 1.11, 'Actual_Stat': 1.19, 'Result': 'Win', 'Single_Odds': 2.71}]"
Single,114,135.67,2.32,0,-135.67,-1,Loss,"[{'Pick_ID': 9107, 'User_ID': 114, 'Player_ID': 180, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 1.07, 'Actual_Stat': 0.93, 'Result': 'Loss', 'Single_Odds': 2.32}]"
Single,44,96.02,2.97,0,-96.02,-1,Loss,"[{'Pick_ID': 9108, 'User_ID': 44, 'Player_ID': 62, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 3.33, 'Actual_Stat': 3.32, 'Result': 'Loss', 'Single_Odds': 2.97}]"
Parlay,174,31.39,33.98,0,-31.39,-1,Loss,"[{'Pick_ID': 9109, 'User_ID': 174, 'Player_ID': 188, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 3.81, 'Actual_Stat': 4.04, 'Result': 'Win', 'Single_Odds': 2.74}, {'Pick_ID': 9110, 'User_ID': 174, 'Player_ID': 267, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 81.06, 'Actual_Stat': 72.86, 'Result': 'Win', 'Single_Odds': 2.79}, {'Pick_ID': 9111, 'User_ID': 174, 'Player_ID': 186, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 388.32, 'Actual_Stat': 423.94, 'Result': 'Win', 'Single_Odds': 1.64}, {'Pick_ID': 9112, 'User_ID': 174, 'Player_ID': 219, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 363.09, 'Actual_Stat': 318.87, 'Result': 'Loss', 'Single_Odds': 2.71}]"
Single,179,160.3,1.52,0,-160.3,-1,Loss,"[{'Pick_ID': 9113, 'User_ID': 179, 'Player_ID': 35, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 275.09, 'Actual_Stat': 255.54, 'Result': 'Loss', 'Single_Odds': 1.52}]"
Parlay,181,46.12,26.5,0,-46.12,-1,Loss,"[{'Pick_ID': 9114, 'User_ID': 181, 'Player_ID': 73, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Over', 'Projection': 294.28, 'Actual_Stat': 307.83, 'Result': 'Win', 'Single_Odds': 2.16}, {'Pick_ID': 9115, 'User_ID': 181, 'Player_ID': 118, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 1.62, 'Actual_Stat': 1.74, 'Result': 'Loss', 'Single_Odds': 2.94}, {'Pick_ID': 9116, 'User_ID': 181, 'Player_ID': 24, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 1.41, 'Actual_Stat': 1.61, 'Result': 'Win', 'Single_Odds': 2.71}, {'Pick_ID': 9117, 'User_ID': 181, 'Player_ID': 10, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Over', 'Projection': 206.16, 'Actual_Stat': 242.55, 'Result': 'Win', 'Single_Odds': 1.54}]"
Single,43,136.09,1.95,0,-136.09,-1,Loss,"[{'Pick_ID': 9118, 'User_ID': 43, 'Player_ID': 41, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 4.8, 'Actual_Stat': 5.03, 'Result': 'Loss', 'Single_Odds': 1.95}]"
Single,165,31.69,1.55,49.12,17.43,0.55,Win,"[{'Pick_ID': 9119, 'User_ID': 165, 'Player_ID': 233, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 346.34, 'Actual_Stat': 330.78, 'Result': 'Win', 'Single_Odds': 1.55}]"
